income,loan_amount,dti_ratio,credit_score,employment_years,num_open_accounts,home_ownership,loan_purpose,region_risk_index,age_group,gender,region,default,split
61181,10174,0.1756,675,5.6,5,OWN,small_business,0.1738,26-40,F,north,0,test
65400,14440,0.2925,710,3.2,8,MORTGAGE,debt_consolidation,0.2855,18-25,M,north,0,test
73439,42047,0.2922,651,13.8,4,OWN,home_improvement,0.8611,26-40,M,west,1,validation
53020,25784,0.4688,756,9.2,6,OWN,medical,0.1877,26-40,M,north,0,train
23293,3959,0.1557,706,9.8,8,RENT,debt_consolidation,0.2717,26-40,M,north,0,test
107206,20038,0.1055,738,5.6,5,MORTGAGE,debt_consolidation,0.1188,41-60,F,north,0,train
40894,16752,0.4283,632,10.5,5,MORTGAGE,medical,0.2148,26-40,F,north,0,train
31411,19074,0.4761,708,3.9,4,RENT,debt_consolidation,0.5457,41-60,F,east,0,validation
32778,6233,0.11,706,7.1,6,MORTGAGE,home_improvement,0.3993,26-40,M,south,0,train
56716,20708,0.3942,645,14.1,2,OWN,debt_consolidation,0.1815,26-40,F,north,0,test
62502,8505,0.119,790,13.8,5,MORTGAGE,debt_consolidation,0.7989,60+,M,west,0,test
75960,24245,0.3338,674,2.6,5,MORTGAGE,medical,0.5965,26-40,M,east,1,test
24279,12407,0.5499,719,15.2,3,OWN,debt_consolidation,0.5359,41-60,M,east,1,train
45288,19272,0.2303,629,3.1,4,RENT,major_purchase,0.3717,26-40,F,south,0,train
48819,22184,0.3034,698,4.3,5,OWN,medical,0.6077,26-40,M,east,0,train
40098,16791,0.538,721,3.8,2,RENT,major_purchase,0.3964,26-40,F,south,1,train
37936,20092,0.6048,724,9.6,6,RENT,major_purchase,0.4059,41-60,F,south,1,test
37971,8793,0.3242,713,2.5,4,OWN,major_purchase,0.6906,41-60,F,east,0,train
73267,10252,0.1736,733,6.5,2,RENT,major_purchase,0.2083,26-40,M,north,0,train
65588,30372,0.6371,766,2.1,3,OWN,debt_consolidation,0.9622,26-40,M,west,1,train
30168,9377,0.3982,682,10.4,4,RENT,debt_consolidation,0.9755,18-25,F,west,1,train
158307,85764,0.4319,687,3.0,6,MORTGAGE,home_improvement,0.8526,18-25,M,west,1,train
52674,23464,0.2495,760,3.0,9,OWN,debt_consolidation,0.3738,41-60,F,south,0,train
66943,33106,0.4915,585,3.8,5,MORTGAGE,home_improvement,0.6813,26-40,F,west,0,train
32122,11693,0.4635,627,9.2,4,MORTGAGE,debt_consolidation,0.4226,41-60,F,south,1,train
45841,17067,0.3979,647,18.2,5,MORTGAGE,small_business,0.8475,41-60,F,west,0,train
68247,16473,0.1363,696,2.5,5,RENT,small_business,0.3396,26-40,F,south,0,train
25988,7273,0.2122,667,10.7,6,MORTGAGE,debt_consolidation,0.1067,18-25,M,north,1,test
51082,27564,0.7028,618,16.3,6,MORTGAGE,debt_consolidation,0.3922,26-40,F,south,0,validation
43698,12349,0.3019,669,1.3,6,RENT,medical,0.5702,41-60,F,east,1,test
57150,39027,0.691,640,5.3,3,MORTGAGE,major_purchase,0.7635,18-25,M,west,0,train
53143,23151,0.3329,738,16.2,4,MORTGAGE,debt_consolidation,0.5912,18-25,F,east,0,train
42125,23422,0.5489,711,3.9,8,RENT,major_purchase,0.7909,41-60,F,west,1,validation
130931,56124,0.4094,687,3.3,6,RENT,home_improvement,0.405,60+,M,south,1,train
36306,5777,0.1588,744,1.3,5,RENT,debt_consolidation,0.1606,60+,M,north,0,train
56036,14476,0.3031,690,10.5,4,MORTGAGE,medical,0.6203,26-40,F,east,1,test
52853,12104,0.2148,571,10.8,5,RENT,home_improvement,0.6265,18-25,M,east,1,train
59995,25065,0.4857,710,3.2,5,OWN,medical,0.2253,60+,M,north,0,test
24570,14286,0.4966,737,2.7,3,MORTGAGE,home_improvement,0.7205,41-60,F,east,0,train
52694,31762,0.6602,745,1.7,6,RENT,major_purchase,0.7819,26-40,F,west,1,train
45955,17688,0.2811,721,3.8,6,RENT,debt_consolidation,0.0865,26-40,F,north,0,train
40835,21815,0.5049,629,12.1,10,MORTGAGE,home_improvement,0.3251,41-60,M,north,1,train
35647,1000,0.0323,723,3.3,7,RENT,debt_consolidation,0.417,26-40,M,south,0,train
100088,40376,0.2558,808,1.2,6,RENT,medical,0.358,26-40,F,south,0,train
40748,6466,0.1411,729,12.2,2,OWN,home_improvement,0.6252,26-40,F,east,0,train
68322,39153,0.3182,642,9.8,9,MORTGAGE,debt_consolidation,0.2473,41-60,F,north,0,validation
43053,16007,0.4688,813,15.9,3,MORTGAGE,home_improvement,0.3571,60+,M,south,0,train
35126,11876,0.3009,755,6.8,5,MORTGAGE,home_improvement,0.1405,41-60,F,north,0,train
36028,15470,0.5421,689,6.2,5,RENT,small_business,0.5147,41-60,M,south,1,validation
81889,18793,0.1337,757,5.6,6,MORTGAGE,medical,0.5285,18-25,F,east,0,train
56815,4118,0.0636,693,1.1,2,OWN,home_improvement,0.3434,26-40,M,south,0,train
24418,6128,0.2304,596,7.0,5,MORTGAGE,major_purchase,0.8802,41-60,M,west,0,validation
75874,33294,0.5989,688,3.8,5,MORTGAGE,major_purchase,0.1658,41-60,F,north,0,validation
44565,15897,0.4084,633,13.5,6,MORTGAGE,major_purchase,0.2544,41-60,M,north,1,train
70835,32111,0.4897,711,3.8,9,MORTGAGE,debt_consolidation,0.8865,60+,F,west,1,test
47097,28697,0.3175,770,10.7,5,MORTGAGE,home_improvement,0.6481,26-40,F,east,0,train
30513,12978,0.2462,825,16.7,6,MORTGAGE,medical,0.4037,26-40,F,south,1,train
69583,43866,0.5253,565,2.1,6,RENT,debt_consolidation,0.1099,60+,M,north,0,train
66848,33557,0.5251,708,4.4,4,MORTGAGE,debt_consolidation,0.6968,26-40,M,east,1,train
99870,32366,0.299,676,8.9,5,RENT,medical,0.8564,18-25,M,west,0,train
81681,41082,0.3773,709,9.6,4,MORTGAGE,debt_consolidation,0.1883,18-25,M,north,1,test
39103,23405,0.6502,627,0.9,8,MORTGAGE,debt_consolidation,0.3756,26-40,M,south,1,test
105485,62346,0.3763,658,8.1,6,RENT,medical,0.7844,41-60,F,west,1,train
37799,7466,0.156,651,5.5,3,MORTGAGE,major_purchase,0.5144,26-40,M,south,0,train
24588,15399,0.6071,649,5.5,3,RENT,home_improvement,0.355,18-25,F,south,0,test
44971,11335,0.3137,696,5.9,3,MORTGAGE,debt_consolidation,0.1479,26-40,F,north,1,test
39595,7528,0.2074,592,4.0,2,OWN,major_purchase,0.8211,60+,M,west,0,train
39813,20236,0.44,621,10.2,8,MORTGAGE,debt_consolidation,0.3788,41-60,M,south,1,train
51953,17051,0.3493,706,7.1,2,OWN,debt_consolidation,0.7885,60+,M,west,1,train
92487,16224,0.1779,806,15.9,7,MORTGAGE,home_improvement,0.1093,41-60,F,north,0,train
34044,19950,0.7117,764,8.8,3,MORTGAGE,small_business,0.3913,18-25,F,south,0,train
34937,23087,0.6044,658,19.1,7,OWN,debt_consolidation,0.8436,60+,F,west,1,train
43462,19879,0.2583,705,7.9,8,RENT,major_purchase,0.1568,41-60,M,north,0,train
153512,83139,0.7107,663,10.5,5,RENT,debt_consolidation,0.6284,18-25,M,east,1,train
50114,25712,0.3423,613,8.8,3,MORTGAGE,home_improvement,0.6756,60+,F,west,0,train
34026,17335,0.7082,793,8.0,3,MORTGAGE,debt_consolidation,0.387,18-25,F,south,1,train
127074,20512,0.2053,630,2.5,6,RENT,small_business,0.5723,26-40,M,east,1,train
86359,47995,0.6088,799,7.1,7,RENT,small_business,0.8465,26-40,M,west,0,test
31971,17481,0.6972,603,4.0,6,RENT,debt_consolidation,0.8028,26-40,M,west,1,train
71995,27462,0.4014,730,12.8,3,MORTGAGE,small_business,0.2333,41-60,M,north,0,train
26588,7767,0.2312,698,5.7,9,RENT,home_improvement,0.7681,41-60,F,west,1,train
43271,12257,0.2109,693,9.6,7,OWN,debt_consolidation,0.6374,26-40,M,east,1,train
45193,23111,0.4514,620,12.2,2,RENT,major_purchase,0.9048,41-60,M,west,0,validation
33190,17806,0.7431,638,9.1,2,MORTGAGE,debt_consolidation,0.8037,41-60,M,west,1,train
50883,11089,0.2184,621,3.7,6,MORTGAGE,home_improvement,0.6675,41-60,F,east,1,train
114997,27385,0.283,744,8.0,3,OWN,medical,0.2304,26-40,M,north,0,test
39085,19300,0.5169,508,11.7,3,MORTGAGE,debt_consolidation,0.226,18-25,F,north,1,train
57479,11628,0.1078,662,2.0,6,RENT,home_improvement,0.4324,18-25,M,south,1,train
38428,7842,0.1294,699,11.1,6,RENT,major_purchase,0.1921,18-25,M,north,0,train
54415,21051,0.25,582,7.7,7,RENT,medical,0.7728,60+,M,west,1,train
26731,18825,0.75,641,5.2,2,RENT,medical,0.8811,41-60,F,west,1,train
27382,13506,0.4627,764,6.1,5,RENT,major_purchase,0.1497,41-60,F,north,1,train
45983,28153,0.3619,718,7.8,4,RENT,debt_consolidation,0.7859,26-40,M,west,0,validation
52778,18214,0.2223,647,3.8,4,RENT,home_improvement,0.409,41-60,F,south,1,validation
87685,18395,0.1984,696,1.9,5,MORTGAGE,home_improvement,0.9676,18-25,M,west,0,test
43416,23038,0.5394,739,3.1,7,RENT,home_improvement,0.3277,41-60,M,north,1,train
83982,33081,0.5052,704,4.5,5,RENT,medical,0.9172,41-60,M,west,1,train
52772,19110,0.1811,652,7.9,6,RENT,debt_consolidation,0.3942,26-40,F,south,0,train
55559,6114,0.1458,655,8.5,10,MORTGAGE,debt_consolidation,0.8177,60+,M,west,1,train
43677,6231,0.0771,706,6.6,4,OWN,major_purchase,0.369,26-40,M,south,0,train
95927,15751,0.1798,818,1.5,3,RENT,debt_consolidation,0.3874,41-60,M,south,0,test
18000,3893,0.1135,840,3.9,10,RENT,small_business,0.3873,41-60,F,south,0,train
30765,5690,0.2287,666,21.1,2,MORTGAGE,home_improvement,0.3424,18-25,M,south,0,train
34089,16654,0.6575,599,4.3,8,MORTGAGE,small_business,0.3738,18-25,F,south,1,train
36235,2472,0.0554,694,3.0,3,MORTGAGE,medical,0.5864,41-60,M,east,0,train
72151,8558,0.1624,656,4.6,3,OWN,major_purchase,0.111,26-40,F,north,0,train
51080,18542,0.2445,735,3.6,7,MORTGAGE,debt_consolidation,0.5523,41-60,M,east,0,train
57261,15977,0.3575,679,5.9,6,RENT,debt_consolidation,0.6657,26-40,M,east,0,validation
30075,7683,0.1644,675,9.5,7,RENT,home_improvement,0.1172,60+,F,north,0,test
55474,22470,0.4627,652,23.3,11,RENT,major_purchase,0.8997,26-40,M,west,1,train
50996,7851,0.086,592,4.4,5,RENT,debt_consolidation,0.4664,60+,F,south,1,train
62504,15397,0.1591,736,3.5,4,RENT,debt_consolidation,0.1047,26-40,M,north,0,train
63663,26927,0.5027,671,15.1,5,MORTGAGE,home_improvement,0.3314,26-40,M,south,0,train
26886,12850,0.2563,777,11.3,5,MORTGAGE,small_business,0.2201,26-40,F,north,0,test
32719,19083,0.6559,605,11.6,2,MORTGAGE,medical,0.3589,26-40,M,south,1,train
38009,25535,0.5608,653,4.2,7,OWN,major_purchase,0.4561,26-40,F,south,1,test
86144,36816,0.5822,721,12.1,5,RENT,home_improvement,0.4019,60+,F,south,1,train
23751,4305,0.2252,698,8.5,5,MORTGAGE,major_purchase,0.3943,41-60,M,south,0,train
90372,30593,0.4311,709,3.9,4,MORTGAGE,home_improvement,0.3514,26-40,M,south,1,train
62973,9888,0.0921,608,15.0,4,RENT,debt_consolidation,0.8456,41-60,F,west,0,train
45484,22803,0.4214,703,3.8,2,RENT,major_purchase,0.4011,26-40,M,south,1,test
49917,12430,0.1686,718,8.3,8,MORTGAGE,medical,0.8728,26-40,F,west,0,validation
72303,15893,0.2068,584,2.5,2,OWN,medical,0.1248,26-40,F,north,0,validation
42607,24443,0.75,597,14.2,4,RENT,medical,0.2561,18-25,M,north,0,validation
75826,21838,0.3777,736,8.4,5,MORTGAGE,small_business,0.4199,26-40,M,south,0,train
71811,36075,0.2962,771,1.8,4,MORTGAGE,home_improvement,0.121,41-60,F,north,0,validation
78500,21824,0.2795,775,8.9,4,OWN,home_improvement,0.2153,26-40,M,north,0,train
58783,25738,0.3582,601,9.1,6,RENT,debt_consolidation,0.2464,26-40,F,south,0,train
56104,34620,0.75,809,6.3,6,RENT,home_improvement,0.5315,18-25,M,east,0,train
48356,9311,0.2318,730,10.2,7,RENT,home_improvement,0.1782,60+,F,north,0,train
51734,28276,0.4758,684,7.1,4,OWN,small_business,0.6122,41-60,F,east,1,train
64088,35818,0.75,678,14.4,3,MORTGAGE,major_purchase,0.4349,26-40,M,south,0,train
46418,23025,0.5491,678,9.3,6,MORTGAGE,medical,0.6992,18-25,F,east,1,train
66463,32456,0.2489,580,4.5,1,RENT,debt_consolidation,0.7405,26-40,F,west,0,test
53062,28774,0.4879,710,8.7,2,MORTGAGE,home_improvement,0.2325,26-40,F,north,0,train
27655,4382,0.0897,707,3.2,4,MORTGAGE,debt_consolidation,0.3445,26-40,M,south,0,train
52535,16451,0.2369,762,5.5,3,MORTGAGE,medical,0.4342,26-40,M,south,0,train
53756,32161,0.3692,789,3.5,4,MORTGAGE,debt_consolidation,0.1656,26-40,F,north,0,test
31828,12616,0.3795,727,0.8,7,RENT,debt_consolidation,0.3512,18-25,F,south,0,train
46465,30043,0.7277,630,3.6,4,MORTGAGE,debt_consolidation,0.1242,26-40,F,north,1,train
41232,7269,0.2275,603,12.3,6,RENT,small_business,0.6758,18-25,M,east,1,train
50120,12890,0.2055,657,0.9,4,MORTGAGE,small_business,0.2246,26-40,M,north,0,train
80191,32840,0.5712,676,5.4,7,RENT,medical,0.9409,18-25,M,west,1,train
37911,13430,0.1862,657,7.5,4,MORTGAGE,medical,0.1742,41-60,F,north,0,train
53860,28046,0.5381,621,12.9,5,RENT,debt_consolidation,0.87,41-60,M,west,0,train
76667,16413,0.1089,715,9.3,4,OWN,debt_consolidation,0.871,41-60,F,west,0,train
47779,26079,0.3281,662,5.0,7,MORTGAGE,debt_consolidation,0.8611,26-40,M,west,0,train
30767,13771,0.2962,658,1.4,2,RENT,small_business,0.2912,26-40,M,north,0,train
45398,21379,0.3231,767,14.3,4,MORTGAGE,debt_consolidation,0.3313,26-40,F,south,0,train
93304,33992,0.4644,678,5.1,6,MORTGAGE,debt_consolidation,0.386,60+,F,south,0,train
81209,14468,0.1987,634,11.5,7,MORTGAGE,debt_consolidation,0.7641,26-40,M,west,1,validation
78355,33982,0.3764,665,8.4,8,MORTGAGE,debt_consolidation,0.7782,26-40,M,west,1,train
37219,20301,0.692,804,9.7,8,RENT,debt_consolidation,0.5452,41-60,F,east,1,validation
64919,26143,0.2434,718,7.3,6,RENT,debt_consolidation,0.2033,26-40,F,north,0,test
63601,33327,0.4176,644,2.6,4,RENT,debt_consolidation,0.4281,41-60,F,south,0,validation
45253,4457,0.0651,710,6.8,7,MORTGAGE,home_improvement,0.615,26-40,M,east,0,train
32188,10467,0.1637,730,4.7,3,MORTGAGE,debt_consolidation,0.6867,41-60,F,east,1,train
28251,3625,0.1572,740,14.0,7,MORTGAGE,debt_consolidation,0.281,60+,M,north,0,validation
29550,18694,0.7449,732,5.4,6,MORTGAGE,medical,0.7635,60+,F,west,0,validation
97826,50236,0.4321,812,5.9,8,OWN,major_purchase,0.1424,26-40,M,north,0,test
43947,3118,0.0925,688,4.6,6,MORTGAGE,debt_consolidation,0.3999,60+,F,south,0,test
34258,7016,0.1319,755,11.1,4,RENT,small_business,0.625,18-25,F,east,1,train
39773,4557,0.1285,735,9.0,5,RENT,debt_consolidation,0.5469,41-60,M,east,0,train
57986,18783,0.227,628,10.1,5,MORTGAGE,home_improvement,0.6616,26-40,F,east,0,test
38038,17837,0.2969,726,6.5,6,RENT,debt_consolidation,0.8703,26-40,M,west,1,train
53586,32528,0.6482,753,8.4,5,RENT,major_purchase,0.16,41-60,M,north,1,train
45021,3273,0.0759,713,1.8,4,RENT,major_purchase,0.7958,41-60,M,west,1,train
51619,24446,0.535,673,12.7,3,MORTGAGE,home_improvement,0.6391,18-25,F,east,0,train
48115,25879,0.6477,616,8.6,8,MORTGAGE,major_purchase,0.6241,26-40,M,east,1,validation
56116,7462,0.105,651,4.0,6,RENT,medical,0.6836,18-25,F,east,1,train
39585,11130,0.3143,677,7.5,3,RENT,major_purchase,0.4537,26-40,F,east,1,train
101244,40553,0.3291,701,10.8,7,MORTGAGE,debt_consolidation,0.7758,18-25,M,west,1,test
68959,41501,0.307,660,2.4,8,MORTGAGE,debt_consolidation,0.3797,41-60,M,south,1,validation
43384,17731,0.3693,604,2.5,4,MORTGAGE,major_purchase,0.3064,26-40,F,north,0,train
27372,5242,0.2236,673,7.1,4,MORTGAGE,debt_consolidation,0.5622,41-60,F,east,1,train
26288,13872,0.3187,681,7.4,3,MORTGAGE,debt_consolidation,0.865,41-60,F,west,1,train
46823,4319,0.0882,567,13.5,7,RENT,small_business,0.892,26-40,F,west,1,train
78082,11208,0.1465,752,6.8,3,MORTGAGE,home_improvement,0.603,41-60,F,east,0,validation
32386,19024,0.349,782,4.3,7,OWN,medical,0.6612,60+,F,east,1,train
43764,12389,0.1592,682,8.9,4,MORTGAGE,home_improvement,0.532,41-60,F,east,0,train
92941,26746,0.1598,645,9.7,4,MORTGAGE,major_purchase,0.359,41-60,M,south,0,train
33181,1750,0.037,715,3.2,5,MORTGAGE,small_business,0.5607,60+,M,east,0,train
42975,9239,0.2709,669,7.0,7,RENT,medical,0.593,41-60,M,east,1,test
105980,29114,0.3577,696,5.3,8,MORTGAGE,major_purchase,0.2113,26-40,F,north,0,train
33455,17619,0.6113,709,13.4,7,RENT,major_purchase,0.6932,18-25,M,east,1,test
39082,3333,0.0935,558,7.3,4,RENT,debt_consolidation,0.2739,18-25,F,north,1,test
62945,11965,0.1316,642,0.8,4,RENT,major_purchase,0.2684,26-40,F,north,1,train
47781,7999,0.1625,641,9.8,2,MORTGAGE,debt_consolidation,0.8892,26-40,M,west,0,train
33054,13277,0.3421,594,2.7,4,MORTGAGE,major_purchase,0.6113,26-40,F,east,0,validation
37055,5654,0.2069,629,1.0,8,OWN,small_business,0.3175,41-60,M,north,0,test
45659,17456,0.3231,589,5.5,9,RENT,medical,0.1931,41-60,M,north,1,train
72185,21466,0.3323,645,2.5,4,MORTGAGE,debt_consolidation,0.8916,26-40,F,west,1,test
28111,7238,0.1725,685,2.4,5,MORTGAGE,home_improvement,0.2464,18-25,M,north,0,validation
75034,40114,0.582,714,3.6,3,RENT,debt_consolidation,0.5121,26-40,M,east,0,test
37898,11258,0.2624,704,7.5,5,RENT,debt_consolidation,0.5229,41-60,F,east,0,validation
19438,11583,0.4028,792,4.8,7,MORTGAGE,major_purchase,0.1184,41-60,F,north,0,train
40812,21364,0.6785,694,2.0,7,MORTGAGE,medical,0.8384,26-40,M,west,1,test
135289,62861,0.6322,570,4.0,7,RENT,major_purchase,0.4642,26-40,F,south,1,train
102820,36237,0.404,603,18.2,4,RENT,debt_consolidation,0.1457,18-25,F,north,0,train
41186,6771,0.1508,590,3.6,3,OWN,debt_consolidation,0.1946,26-40,M,north,1,train
67137,16583,0.3243,790,5.8,1,RENT,medical,0.4127,26-40,F,south,1,test
53888,8364,0.1129,604,4.1,4,MORTGAGE,home_improvement,0.196,18-25,F,north,0,test
73292,25039,0.2493,671,13.1,2,RENT,debt_consolidation,0.7243,26-40,M,west,0,train
107304,59933,0.2844,613,10.8,6,MORTGAGE,home_improvement,0.7167,60+,M,east,1,train
29363,19876,0.3591,708,5.4,7,RENT,debt_consolidation,0.3955,18-25,F,south,0,train
41650,7553,0.1259,723,9.5,7,MORTGAGE,debt_consolidation,0.3326,26-40,M,south,0,train
47638,6476,0.1411,702,2.5,3,MORTGAGE,small_business,0.6845,26-40,M,east,0,train
42842,8246,0.2671,639,4.2,8,RENT,major_purchase,0.3378,18-25,M,south,1,train
88000,19591,0.2159,605,8.4,9,MORTGAGE,medical,0.406,26-40,M,south,0,train
41707,25754,0.75,644,4.3,5,RENT,small_business,0.1995,26-40,F,north,0,test
74252,25641,0.3892,761,4.8,5,RENT,home_improvement,0.4139,26-40,F,south,0,train
46799,21926,0.4682,662,8.0,5,RENT,debt_consolidation,0.4971,18-25,M,south,1,train
37025,8953,0.3309,736,7.2,9,MORTGAGE,home_improvement,0.8046,60+,F,west,1,train
53360,27328,0.4504,659,5.9,4,RENT,medical,0.0635,60+,F,north,1,train
80020,19117,0.3198,643,5.4,6,MORTGAGE,debt_consolidation,0.5861,41-60,M,east,0,test
76796,14471,0.1027,704,1.9,4,MORTGAGE,debt_consolidation,0.5684,60+,M,east,1,train
51781,19995,0.5028,700,2.3,2,MORTGAGE,major_purchase,0.6475,41-60,M,east,0,train
37660,15400,0.4683,781,4.7,4,MORTGAGE,home_improvement,0.1199,18-25,F,north,0,train
35564,3553,0.0628,740,2.2,12,RENT,home_improvement,0.1164,60+,F,north,0,validation
37979,16473,0.4036,783,0.7,7,MORTGAGE,medical,0.3754,26-40,M,south,0,train
47544,23152,0.5818,728,9.6,3,MORTGAGE,home_improvement,0.4911,41-60,M,south,1,train
40938,24248,0.4842,715,1.3,4,RENT,major_purchase,0.7272,26-40,F,east,1,train
26048,9815,0.3286,714,4.6,3,MORTGAGE,debt_consolidation,0.469,26-40,M,south,1,validation
43350,15474,0.4617,692,4.2,4,OWN,major_purchase,0.2097,41-60,M,north,0,train
43581,10167,0.1878,798,11.4,3,RENT,debt_consolidation,0.518,60+,F,east,0,train
37538,23141,0.4982,613,7.0,6,MORTGAGE,home_improvement,0.601,26-40,M,east,1,train
61237,36332,0.3108,735,4.3,8,MORTGAGE,medical,0.6529,26-40,M,east,1,train
50825,19984,0.198,653,6.2,2,MORTGAGE,small_business,0.6593,41-60,F,west,0,test
52418,21441,0.4503,705,4.0,7,MORTGAGE,small_business,0.2683,18-25,F,north,0,train
89755,8434,0.0656,657,5.3,4,MORTGAGE,home_improvement,0.94,26-40,F,west,0,train
103032,35099,0.2318,751,6.4,5,MORTGAGE,medical,0.8457,18-25,F,west,0,train
44374,9503,0.1829,719,7.4,7,RENT,home_improvement,0.4536,41-60,F,south,1,test
22954,14076,0.7357,794,4.3,2,MORTGAGE,medical,0.2447,41-60,M,north,1,train
37782,17435,0.2601,706,2.0,6,MORTGAGE,debt_consolidation,0.6057,41-60,F,east,0,test
40555,18927,0.6075,568,0.8,2,RENT,major_purchase,0.3805,26-40,F,north,1,validation
42380,26773,0.5811,688,2.0,10,MORTGAGE,small_business,0.1538,26-40,M,north,0,validation
42097,6615,0.1351,564,3.3,5,RENT,debt_consolidation,0.4035,26-40,M,south,1,test
76413,48652,0.7195,741,5.3,11,RENT,medical,0.1246,41-60,M,north,1,train
38783,1409,0.03,630,1.1,7,RENT,debt_consolidation,0.3085,41-60,F,south,0,validation
61324,22484,0.2054,688,12.7,5,OWN,debt_consolidation,0.6847,41-60,M,east,0,train
128899,77845,0.304,775,5.3,6,MORTGAGE,debt_consolidation,0.1486,26-40,M,north,0,train
92003,38813,0.5303,593,5.3,4,RENT,debt_consolidation,0.338,60+,F,south,0,train
43070,9369,0.2917,661,7.8,5,RENT,home_improvement,0.6822,26-40,F,east,1,test
132714,52401,0.2901,732,9.2,5,RENT,small_business,0.6225,18-25,F,east,0,validation
34180,11335,0.2039,739,3.9,5,MORTGAGE,home_improvement,0.2662,26-40,M,north,0,test
44454,25031,0.5821,560,8.2,8,MORTGAGE,debt_consolidation,0.1261,18-25,F,north,1,validation
45951,25489,0.3238,744,12.4,9,RENT,major_purchase,0.2476,41-60,F,north,0,train
96972,41963,0.4322,712,7.1,4,RENT,major_purchase,0.6641,26-40,F,east,1,validation
48498,20649,0.4167,662,13.4,1,RENT,small_business,0.4443,60+,F,south,0,test
29238,12912,0.2844,691,8.8,4,MORTGAGE,debt_consolidation,0.545,60+,F,east,0,train
93194,38040,0.2096,738,6.6,10,MORTGAGE,debt_consolidation,0.6083,41-60,F,east,0,train
39145,16003,0.5663,621,4.9,6,MORTGAGE,debt_consolidation,0.4401,26-40,M,east,1,validation
30645,7802,0.136,710,4.9,7,RENT,debt_consolidation,0.8495,41-60,M,west,1,train
47081,22842,0.6745,642,7.3,6,RENT,major_purchase,0.5651,18-25,F,east,1,train
57098,29023,0.6312,629,27.4,9,OWN,debt_consolidation,0.2466,26-40,M,north,0,train
29763,10678,0.2463,702,10.0,4,RENT,major_purchase,0.8344,18-25,F,west,1,train
55546,7754,0.138,747,4.3,5,RENT,debt_consolidation,0.8296,26-40,F,west,0,validation
93261,19320,0.1593,697,6.9,5,OWN,debt_consolidation,0.4101,18-25,F,east,0,train
39003,5838,0.1955,643,1.0,8,RENT,home_improvement,0.1736,41-60,M,north,0,train
29653,2135,0.0746,624,10.0,2,MORTGAGE,debt_consolidation,0.9166,18-25,M,west,1,validation
28575,15417,0.517,817,5.0,5,MORTGAGE,medical,0.1281,26-40,M,north,0,train
67937,37875,0.2959,647,4.9,3,MORTGAGE,debt_consolidation,0.3427,41-60,M,south,0,train
54625,15868,0.1631,641,10.8,8,MORTGAGE,home_improvement,0.3927,26-40,M,east,0,validation
66543,34382,0.5539,689,7.0,7,OWN,home_improvement,0.2899,18-25,M,south,0,train
39645,4869,0.1585,720,4.9,5,MORTGAGE,debt_consolidation,0.5146,60+,M,east,1,test
59867,30709,0.259,636,11.6,8,RENT,medical,0.4015,26-40,F,south,0,validation
46471,13821,0.2372,769,7.1,5,MORTGAGE,debt_consolidation,0.4427,26-40,F,south,1,train
59754,23743,0.5196,687,4.1,3,RENT,major_purchase,0.5916,26-40,M,east,0,train
64506,33344,0.2711,616,7.3,5,RENT,home_improvement,0.2079,18-25,M,north,0,validation
65944,10861,0.1005,709,13.1,10,MORTGAGE,home_improvement,0.2005,26-40,F,north,0,train
44092,7360,0.1409,742,14.8,3,RENT,medical,0.4009,60+,F,south,0,test
43580,9904,0.2703,718,11.0,6,RENT,debt_consolidation,0.8187,41-60,F,west,0,train
28482,7209,0.2986,613,9.3,8,RENT,debt_consolidation,0.6388,26-40,M,east,0,train
27392,14998,0.7063,679,3.0,8,RENT,debt_consolidation,0.8476,41-60,M,west,1,validation
66594,35048,0.5128,705,0.8,1,MORTGAGE,home_improvement,0.4076,26-40,F,south,1,train
91272,15515,0.2341,767,7.1,2,MORTGAGE,home_improvement,0.224,26-40,F,north,0,validation
42211,14495,0.4043,626,14.4,3,RENT,home_improvement,0.6873,26-40,M,east,1,train
135749,57219,0.4121,721,2.1,4,MORTGAGE,major_purchase,0.3138,41-60,F,south,1,train
70615,23992,0.4095,635,5.7,6,MORTGAGE,debt_consolidation,0.4035,26-40,F,south,0,test
30573,15249,0.6355,668,7.0,4,RENT,small_business,0.8387,60+,M,west,1,train
41904,23624,0.658,720,0.8,5,MORTGAGE,home_improvement,0.4681,60+,F,south,0,train
47591,27089,0.6835,684,7.4,7,RENT,medical,0.7584,26-40,F,west,1,train
38066,18212,0.5275,652,5.8,3,OWN,debt_consolidation,0.5241,41-60,M,east,1,train
33706,4162,0.0666,728,3.0,3,RENT,debt_consolidation,0.6068,18-25,M,east,0,validation
54028,27573,0.5687,615,3.7,9,RENT,major_purchase,0.1583,26-40,M,north,0,train
23024,7714,0.4503,683,8.7,5,MORTGAGE,major_purchase,0.2845,26-40,M,north,0,train
18000,7254,0.4182,712,6.9,7,MORTGAGE,debt_consolidation,0.2351,41-60,F,north,1,train
83243,28151,0.2985,737,5.1,3,MORTGAGE,major_purchase,0.2183,26-40,M,north,0,train
27195,15195,0.4406,632,1.5,7,MORTGAGE,debt_consolidation,0.419,41-60,F,south,1,validation
22718,5809,0.1745,706,7.5,4,OWN,debt_consolidation,0.7726,41-60,M,west,1,test
44936,17437,0.2944,656,0.7,4,RENT,debt_consolidation,0.1969,60+,F,north,0,test
